item_id,meeting_id,item_number,item_type,application_id,applicant_name,project_title,district,address_raw,summary,outcome,motion_text,vote_result,created_at
1293,237,3,Resolution,2019-06,,"Resolution No. 2019-06 A Resolution of the Village Council of the Village of Estero, Florida, Appointing the Voting Delegate for the Village ofEstero for the 2019 Florida League of Cities Annual Conference and Business Meeting; and Providing an Effective ",,,"Resolution No. 2019-06 A Resolution of the Village Council of the Village of Estero, Florida, Appointing the Voting Delegate for the Village ofEstero for the 2019 Florida League of Cities Annual Conference and Business Meeting; and Providing an Effective . Action: Adopted Resolution No. 2019-06",Adopted Resolution No. 2019-06,,Detected,
1294,237,4,Vote,,Village Manager Sarkozy,Letter to Lee County Requesting Disaster Response Services,,,"Letter to Lee County Requesting Disaster Response Services. Action: Approved a letter to be sent to Lee County, from Village Manager Sarkozy, requesting Lee County disaster response services, in the case of a Lee County declared emergency","Approved a letter to be sent to Lee County, from Village Manager Sarkozy, requesting Lee County disaster response services, in the case of a Lee County declared emergency",,Detected,
1295,237,5,Contract Approval,2018-02,,Construction Engineering Inspection (CEI) Services - Estero Parkway,,Estero Parkway,"Construction Engineering Inspection (CEI) Services - Estero Parkway. Action: Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CEI) services for the Estero Parkway Roadway Improvements Project","Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CEI) services for the Estero Parkway Roadway Improvements Project",,Detected,
1296,237,6,Resolution,2019-07,,"US 41 Landscape Improvements RFB 2019-05 and Resolution No. 2019-07 A Resolution of the Village Council of the Village ofEstero, Florida, Approving the First Budget Amendment for Fiscal Year 2018-2019; and Providing an Effective Date",,US 41 / Tamiami Trail,"US 41 Landscape Improvements RFB 2019-05 and Resolution No. 2019-07 A Resolution of the Village Council of the Village ofEstero, Florida, Approving the First Budget Amendment for Fiscal Year 2018-2019; and Providing an Effective Date. Action: (1) Adopted Resolution No. 2019-07 Approving the First Budget Amendment for Fiscal Year 201 8-2019; and Providing an Effective Date. (2) Approved award of Request for Bids No. RFB 2019-05, US 41 Landscape Improvements to Superior Landscaping & Lawn Service, Inc. at a Grand Total Cost of $956,594.87. (3) Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council","(1) Adopted Resolution No. 2019-07 Approving the First Budget Amendment for Fiscal Year 201 8-2019; and Providing an Effective Date. (2) Approved award of Request for Bids No. RFB 2019-05, US 41 Landscape Improvements to Superior Landscaping & Lawn Service, Inc. at a Grand Total Cost of $956,594.87. (3) Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council",,Detected,
1297,237,7,Contract Approval,2019-01,,US 41 Landscape Improvements Construction Engineering and Inspection (CEI) Services CN 2019-01,,,"US 41 Landscape Improvements Construction Engineering and Inspection (CEI) Services CN 2019-01. Action: Approved the ranking of firms by the evaluation committee as follows: 1) Tetra Tech, Inc., 2) T.Y. Lin International; authorize the negotiation of a contract with the number one ranked firm Tetra Tech, Inc.; approved compensation under the contract up to a not-to-exceed expenditure amount of $143,000; and, authorized the Village Manager to execute the final negotiated contract on behalf of the Village ofEstero Council","Approved the ranking of firms by the evaluation committee as follows: 1) Tetra Tech, Inc., 2) T.Y. Lin International; authorize the negotiation of a contract with the number one ranked firm Tetra Tech, Inc.; approved compensation under the contract up to a not-to-exceed expenditure amount of $143,000; and, authorized the Village Manager to execute the final negotiated contract on behalf of the Village ofEstero Council",,Detected,
1298,238,1,Vote,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda with revisions",Approved the agenda with revisions,,Detected,
1299,238,2,Consent Agenda,,,First Reading of Ordinances Amending/Repealing Lee County Regulations,,,"First Reading of Ordinances Amending/Repealing Lee County Regulations. Action: Approved the Consent Agenda, pulling Agenda Item 4 (c) First Reading of Ordinances Amending/Repealing Lee County Regulations for discussion under Agenda Item (5)","Approved the Consent Agenda, pulling Agenda Item 4 (c) First Reading of Ordinances Amending/Repealing Lee County Regulations for discussion under Agenda Item (5)",,Detected,
1300,238,3,Ordinance,,,First Reading of Ordinances Amending/Repealing Lee County Regulations,,,"First Reading of Ordinances Amending/Repealing Lee County Regulations. Action: Passed first reading of Ordinances No. 2019-14 through 201 9-20 and schedules second reading and public hearings for October 2, 2019","Passed first reading of Ordinances No. 2019-14 through 201 9-20 and schedules second reading and public hearings for October 2, 2019",,Detected,
1301,238,4,Vote,,,Cape Coral Police Department Request for Letter of Support for Edward Byme Memorial Justice Assistance Grant (JAG) Program,,,"Cape Coral Police Department Request for Letter of Support for Edward Byme Memorial Justice Assistance Grant (JAG) Program. Action: Authorized the Village Manager to sign the letter of support to Ms. Rona Kay Cradit, Bureau Chief, Office of Criminal Justice Grants, Florida Department of Law Enforcement","Authorized the Village Manager to sign the letter of support to Ms. Rona Kay Cradit, Bureau Chief, Office of Criminal Justice Grants, Florida Department of Law Enforcement",,Detected,
1302,238,5,Contract Approval,2018-05,Kisinger Campo & Associates,Design and Permitting Services for Coconut Road Crosswalks and Drainage Improvements CN 2018-05,,Coconut Road,"Design and Permitting Services for Coconut Road Crosswalks and Drainage Improvements CN 2018-05. Action: 1) Approved the contract with Kisinger Campo & Associates, Corp.to provide professional engineering services to proceed with the design and permitting services work required for the Coconut Road Crosswalks and Drainage Improvements. 2) Authorized the Village Manager to execute the contract on behalf of the Village ofEstero Council","1) Approved the contract with Kisinger Campo & Associates, Corp.to provide professional engineering services to proceed with the design and permitting services work required for the Coconut Road Crosswalks and Drainage Improvements. 2) Authorized the Village Manager to execute the contract on behalf of the Village ofEstero Council",,Detected,
1303,238,6,Contract Approval,ological,FGCU,"Florida Gulf Coast University (FGCU) Estero River Monitoring Contract Note: This topic was addressed prior to Agenda Item 6 (a). Presentation by: Dr. Greg Tolley, Professor of Marine Science and Chair of the Department of Marine and Ecological Sciences at",,,"Florida Gulf Coast University (FGCU) Estero River Monitoring Contract Note: This topic was addressed prior to Agenda Item 6 (a). Presentation by: Dr. Greg Tolley, Professor of Marine Science and Chair of the Department of Marine and Ecological Sciences at. Action: 1) Approved the contract with FGCU to provide water quality monitoring and bacteria/nutrient source identification services. 2) Authorized the Village Manager to execute the contract on behalf of the Village ofEstero Council",1) Approved the contract with FGCU to provide water quality monitoring and bacteria/nutrient source identification services. 2) Authorized the Village Manager to execute the contract on behalf of the Village ofEstero Council,,Detected,
1304,238,7,Contract Approval,,CW3 Engineering,"1) Approved the contract with CW3 Engineering, Inc. for the engagement of a consultant to ",,,"1) Approved the contract with CW3 Engineering, Inc. for the engagement of a consultant to fill the role of Public Works Project Manager. 2) Authorized the Village Manager to execute an agreement on behalf of the Village ofEstero Council","1) Approved the contract with CW3 Engineering, Inc. for the engagement of a consultant to fill the role of Public Works Project Manager. 2) Authorized the Village Manager to execute an agreement on behalf of the Village ofEstero Council",,Detected,
1305,238,8,Unknown,ff,,Proposed Capital Improvement Program,,,Proposed Capital Improvement Program. Action: Moved to second public hearing; staff to include revisions in the document,Moved to second public hearing; staff to include revisions in the document,,,
1306,239,1,Vote,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda",Approved the agenda,,Detected,
1307,239,2,Consent Agenda,,,"July 10,2019 Council Meeting Minutes",,,"July 10,2019 Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
1308,239,3,Resolution,2019-10,,"Resolution No. 2019-10 A Resolution of the Village Council of the Village of Estero, Florida, Determining the Proposed Millage Rate for Fiscal Year 2019- 2020, Setting the Date, Time and Place for the Public Hearings Required by State Law; Directing Staff",,,"Resolution No. 2019-10 A Resolution of the Village Council of the Village of Estero, Florida, Determining the Proposed Millage Rate for Fiscal Year 2019- 2020, Setting the Date, Time and Place for the Public Hearings Required by State Law; Directing Staff. Action: Adopted Resolution No. 2019-10",Adopted Resolution No. 2019-10,,Detected,
1309,239,4,Resolution,2019-11,,"Resolution No. 2019-11 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Sovereignty Submerged Lands Lease Modification to Reflect Change in Ownership for a Parcel of Sovereignty Submerged Land in Section 28 Township 46 ",,,"Resolution No. 2019-11 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Sovereignty Submerged Lands Lease Modification to Reflect Change in Ownership for a Parcel of Sovereignty Submerged Land in Section 28 Township 46 . Action: Adopted Resolution No. 2019-11 and authorized the Village Mayor to execute the agreement on behalf of the Village ofEstero Council",Adopted Resolution No. 2019-11 and authorized the Village Mayor to execute the agreement on behalf of the Village ofEstero Council,,Detected,
